Device: PM2003001		2022:11:08    11:09:48,837  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:09:48,841
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,294	-12,263	-12,225	-12,264	-12,265	-12,275	-12,285	-12,280	-12,282	-12,288	-12,280	-12,258	-12,222	-12,152	-12,065	0,221	0,134	0,065	0,005	-0,002	0,008	0,014	0,017	0,030	0,039	0,067	0,098	0,135	0,154	0,120	0,000	0,000
1,000	-17,354	-17,393	-17,327	-17,154	-17,010	-16,911	-16,861	-16,810	-16,765	-16,734	-16,697	-16,658	-16,618	-16,538	-16,464	-0,158	0,058	0,136	0,274	0,295	0,272	0,258	0,224	0,210	0,190	0,189	0,185	0,184	0,174	0,130	0,000	0,000
2,000	-10,496	-10,532	-10,503	-10,378	-10,275	-10,202	-10,158	-10,121	-10,070	-10,038	-9,980	-9,910	-9,825	-9,686	-9,533	-0,078	0,035	0,105	0,223	0,234	0,225	0,226	0,222	0,230	0,238	0,262	0,289	0,311	0,314	0,236	0,000	0,000
3,000	-20,548	-20,600	-20,540	-20,267	-20,065	-19,940	-19,861	-19,806	-19,756	-19,749	-19,711	-19,679	-19,632	-19,539	-19,440	-0,092	0,150	0,239	0,421	0,417	0,349	0,314	0,270	0,236	0,195	0,191	0,200	0,204	0,215	0,159	0,000	0,000
4,000	-11,069	-11,159	-11,076	-11,066	-11,035	-11,029	-11,027	-11,029	-11,028	-11,000	-10,973	-10,909	-10,786	-10,587	-10,332	-0,337	-0,048	-0,045	0,030	0,045	0,056	0,067	0,087	0,112	0,168	0,247	0,326	0,405	0,458	0,374	0,000	0,000
5,000	-12,451	-12,398	-12,554	-12,596	-12,599	-12,573	-12,560	-12,560	-12,527	-12,529	-12,482	-12,398	-12,264	-12,025	-11,721	-0,099	-0,211	-0,159	-0,032	0,007	0,031	0,068	0,102	0,146	0,194	0,277	0,379	0,467	0,533	0,429	0,000	0,000
6,000	-8,640	-8,665	-8,572	-8,448	-8,351	-8,294	-8,260	-8,233	-8,196	-8,170	-8,120	-8,063	-7,971	-7,815	-7,642	-0,079	0,102	0,148	0,213	0,223	0,197	0,197	0,193	0,198	0,214	0,249	0,290	0,328	0,349	0,272	0,000	0,000
7,000	-7,076	-7,022	-7,010	-6,924	-6,877	-6,844	-6,827	-6,817	-6,799	-6,796	-6,783	-6,758	-6,732	-6,682	-6,619	0,032	0,059	0,085	0,126	0,112	0,086	0,091	0,083	0,083	0,075	0,087	0,091	0,108	0,111	0,081	0,000	0,000
8,000	-19,922	-20,113	-20,134	-20,250	-20,255	-20,300	-20,333	-20,369	-20,395	-20,448	-20,467	-20,486	-20,488	-20,443	-20,384	-0,272	-0,197	-0,196	-0,154	-0,130	-0,150	-0,138	-0,144	-0,115	-0,095	-0,060	-0,022	0,024	0,068	0,062	0,000	0,000
9,000	-9,580	-9,539	-9,472	-9,287	-9,150	-9,034	-8,965	-8,910	-8,857	-8,810	-8,752	-8,697	-8,612	-8,487	-8,336	0,053	0,142	0,231	0,343	0,347	0,323	0,310	0,288	0,270	0,263	0,272	0,288	0,302	0,303	0,227	0,000	0,000
10,000	-9,379	-9,391	-9,269	-9,144	-9,053	-9,016	-8,990	-8,977	-8,957	-8,954	-8,937	-8,898	-8,837	-8,744	-8,636	-0,037	0,160	0,167	0,201	0,173	0,146	0,135	0,125	0,118	0,124	0,143	0,168	0,200	0,211	0,168	0,000	0,000
11,000	-9,810	-9,708	-9,667	-9,528	-9,448	-9,395	-9,363	-9,340	-9,315	-9,289	-9,250	-9,209	-9,141	-9,032	-8,907	0,127	0,157	0,174	0,211	0,205	0,170	0,170	0,166	0,166	0,169	0,190	0,216	0,240	0,247	0,191	0,000	0,000
12,000	-14,327	-14,424	-14,314	-14,297	-14,227	-14,213	-14,210	-14,197	-14,184	-14,188	-14,163	-14,129	-14,074	-13,953	-13,815	-0,072	0,061	0,073	0,089	0,095	0,082	0,082	0,081	0,090	0,101	0,142	0,185	0,228	0,248	0,198	0,000	0,000
13,000	-8,637	-8,636	-8,653	-8,674	-8,658	-8,651	-8,638	-8,626	-8,594	-8,564	-8,507	-8,449	-8,341	-8,185	-7,986	-0,081	-0,051	-0,033	0,013	0,044	0,071	0,095	0,122	0,155	0,192	0,243	0,295	0,343	0,371	0,292	0,000	0,000
14,000	-11,821	-11,575	-11,583	-11,459	-11,425	-11,397	-11,362	-11,357	-11,341	-11,335	-11,316	-11,289	-11,220	-11,097	-10,929	0,379	0,240	0,222	0,175	0,146	0,119	0,121	0,104	0,107	0,124	0,155	0,196	0,247	0,285	0,229	0,000	0,000
15,000	-7,454	-7,317	-7,143	-7,062	-6,997	-6,987	-6,975	-6,958	-6,946	-6,943	-6,932	-6,915	-6,883	-6,828	-6,777	0,716	0,578	0,395	0,241	0,179	0,142	0,120	0,104	0,092	0,085	0,086	0,099	0,108	0,115	0,087	0,000	0,000
	run	2	2022:11:08    11:09:48,887
0,000	-12,294	-12,263	-12,225	-12,264	-12,265	-12,275	-12,285	-12,280	-12,282	-12,288	-12,280	-12,258	-12,222	-12,152	-12,065	0,221	0,134	0,065	0,005	-0,002	0,008	0,014	0,017	0,030	0,039	0,067	0,098	0,135	0,154	0,120	0,000	0,000
1,000	-17,354	-17,393	-17,327	-17,154	-17,010	-16,911	-16,861	-16,810	-16,765	-16,734	-16,697	-16,658	-16,618	-16,538	-16,464	-0,158	0,058	0,136	0,274	0,295	0,272	0,258	0,224	0,210	0,190	0,189	0,185	0,184	0,174	0,130	0,000	0,000
