Device: PM2003001		2022:11:08    11:12:12,686  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:12:12,688
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,589	-12,634	-12,658	-12,719	-12,733	-12,747	-12,746	-12,748	-12,749	-12,756	-12,744	-12,721	-12,677	-12,596	-12,490	-0,156	-0,136	-0,112	-0,067	-0,052	-0,031	-0,012	0,001	0,016	0,039	0,078	0,118	0,152	0,178	0,140	0,000	0,000
1,000	-15,891	-15,893	-15,832	-15,692	-15,576	-15,479	-15,432	-15,390	-15,345	-15,319	-15,272	-15,232	-15,181	-15,109	-15,005	-0,007	0,124	0,167	0,257	0,279	0,254	0,240	0,215	0,198	0,190	0,193	0,196	0,204	0,206	0,157	0,000	0,000
2,000	-9,554	-9,547	-9,529	-9,429	-9,341	-9,271	-9,230	-9,198	-9,153	-9,115	-9,062	-9,004	-8,917	-8,795	-8,644	0,046	0,084	0,125	0,198	0,217	0,208	0,214	0,209	0,221	0,221	0,242	0,278	0,294	0,302	0,224	0,000	0,000
3,000	-18,553	-18,545	-18,540	-18,335	-18,183	-18,074	-18,013	-17,964	-17,915	-17,898	-17,864	-17,829	-17,788	-17,693	-17,588	0,063	0,130	0,196	0,331	0,344	0,300	0,268	0,237	0,212	0,179	0,182	0,197	0,206	0,214	0,159	0,000	0,000
4,000	-9,971	-10,084	-9,977	-9,942	-9,903	-9,899	-9,894	-9,890	-9,883	-9,876	-9,839	-9,770	-9,650	-9,455	-9,199	-0,264	0,024	0,011	0,065	0,062	0,084	0,086	0,096	0,117	0,169	0,247	0,314	0,404	0,447	0,370	0,000	0,000
5,000	-11,590	-11,470	-11,648	-11,662	-11,668	-11,650	-11,641	-11,638	-11,607	-11,598	-11,555	-11,466	-11,336	-11,106	-10,802	0,078	-0,145	-0,101	-0,011	0,018	0,036	0,080	0,110	0,147	0,201	0,280	0,379	0,468	0,518	0,422	0,000	0,000
6,000	-8,644	-8,668	-8,571	-8,450	-8,345	-8,286	-8,257	-8,232	-8,193	-8,176	-8,122	-8,053	-7,970	-7,816	-7,633	-0,055	0,110	0,147	0,220	0,216	0,199	0,196	0,194	0,199	0,213	0,252	0,290	0,327	0,347	0,274	0,000	0,000
7,000	-7,417	-7,392	-7,344	-7,248	-7,188	-7,161	-7,144	-7,130	-7,109	-7,103	-7,086	-7,064	-7,033	-6,973	-6,905	-0,036	0,064	0,090	0,135	0,119	0,099	0,100	0,093	0,088	0,087	0,100	0,106	0,122	0,129	0,094	0,000	0,000
8,000	-21,169	-21,482	-21,527	-21,722	-21,742	-21,794	-21,840	-21,870	-21,895	-21,960	-21,981	-22,006	-22,006	-21,963	-21,906	-0,596	-0,407	-0,372	-0,259	-0,204	-0,201	-0,184	-0,174	-0,147	-0,126	-0,079	-0,026	0,002	0,057	0,050	0,000	0,000
9,000	-10,559	-10,498	-10,419	-10,195	-10,046	-9,928	-9,859	-9,810	-9,748	-9,703	-9,646	-9,583	-9,482	-9,350	-9,191	-0,033	0,136	0,230	0,356	0,369	0,341	0,325	0,299	0,288	0,276	0,292	0,310	0,324	0,330	0,244	0,000	0,000
10,000	-10,519	-10,554	-10,405	-10,244	-10,141	-10,099	-10,082	-10,064	-10,044	-10,043	-10,017	-9,991	-9,932	-9,835	-9,723	-0,230	0,102	0,146	0,219	0,179	0,150	0,129	0,124	0,116	0,123	0,144	0,164	0,199	0,214	0,168	0,000	0,000
11,000	-10,980	-10,798	-10,720	-10,518	-10,419	-10,360	-10,322	-10,298	-10,258	-10,243	-10,203	-10,157	-10,097	-9,990	-9,874	0,188	0,258	0,274	0,281	0,254	0,210	0,199	0,186	0,179	0,179	0,192	0,220	0,231	0,237	0,180	0,000	0,000
12,000	-14,648	-14,228	-13,988	-13,773	-13,671	-13,622	-13,606	-13,593	-13,568	-13,576	-13,549	-13,525	-13,483	-13,404	-13,316	1,112	0,864	0,700	0,427	0,319	0,235	0,192	0,165	0,142	0,122	0,142	0,145	0,165	0,177	0,135	0,000	0,000
