Device: PM2003001		2022:11:08    11:10:52,033  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:10:52,037
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,921	-13,015	-13,028	-13,118	-13,133	-13,150	-13,159	-13,155	-13,158	-13,166	-13,164	-13,137	-13,095	-13,023	-12,931	-0,337	-0,216	-0,183	-0,116	-0,084	-0,051	-0,027	-0,012	0,002	0,025	0,060	0,100	0,132	0,159	0,131	0,000	0,000
1,000	-16,625	-16,677	-16,614	-16,475	-16,354	-16,273	-16,217	-16,165	-16,125	-16,099	-16,050	-16,019	-15,979	-15,904	-15,820	-0,219	0,007	0,090	0,230	0,256	0,245	0,231	0,204	0,192	0,178	0,180	0,179	0,182	0,179	0,135	0,000	0,000
2,000	-10,254	-10,267	-10,240	-10,120	-10,018	-9,940	-9,899	-9,863	-9,817	-9,784	-9,730	-9,659	-9,580	-9,458	-9,321	-0,058	0,042	0,110	0,218	0,232	0,223	0,229	0,214	0,222	0,225	0,247	0,269	0,284	0,282	0,214	0,000	0,000
3,000	-20,435	-20,382	-20,316	-20,023	-19,829	-19,703	-19,635	-19,586	-19,538	-19,532	-19,500	-19,468	-19,441	-19,370	-19,295	0,080	0,241	0,315	0,442	0,415	0,344	0,305	0,255	0,218	0,171	0,160	0,165	0,161	0,162	0,118	0,000	0,000
4,000	-10,652	-10,611	-10,471	-10,453	-10,418	-10,425	-10,426	-10,430	-10,425	-10,418	-10,387	-10,344	-10,244	-10,086	-9,883	0,070	0,199	0,122	0,088	0,070	0,056	0,066	0,076	0,099	0,136	0,194	0,259	0,319	0,360	0,296	0,000	0,000
5,000	-11,905	-11,716	-11,834	-11,822	-11,815	-11,783	-11,767	-11,764	-11,726	-11,731	-11,676	-11,596	-11,480	-11,258	-10,981	0,402	0,067	0,063	0,084	0,084	0,086	0,111	0,129	0,162	0,195	0,267	0,356	0,444	0,494	0,395	0,000	0,000
6,000	-8,688	-8,696	-8,585	-8,456	-8,356	-8,296	-8,266	-8,236	-8,197	-8,177	-8,116	-8,065	-7,973	-7,824	-7,648	-0,048	0,135	0,166	0,236	0,227	0,204	0,203	0,196	0,202	0,219	0,255	0,291	0,326	0,341	0,263	0,000	0,000
7,000	-7,143	-7,102	-7,074	-6,993	-6,938	-6,907	-6,888	-6,873	-6,862	-6,853	-6,833	-6,815	-6,789	-6,727	-6,668	0,017	0,060	0,095	0,130	0,115	0,095	0,090	0,079	0,082	0,077	0,094	0,103	0,116	0,122	0,090	0,000	0,000
8,000	-20,228	-20,444	-20,462	-20,596	-20,585	-20,645	-20,674	-20,713	-20,735	-20,790	-20,805	-20,819	-20,822	-20,775	-20,709	-0,306	-0,222	-0,206	-0,165	-0,143	-0,152	-0,144	-0,135	-0,113	-0,099	-0,047	-0,012	0,030	0,068	0,070	0,000	0,000
