Device: PM2003001		2022:11:08    11:12:50,185  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:12:50,190
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,008	-13,080	-13,094	-13,171	-13,190	-13,212	-13,212	-13,216	-13,212	-13,216	-13,204	-13,176	-13,120	-13,030	-12,910	-0,153	-0,130	-0,115	-0,084	-0,069	-0,038	-0,013	-0,003	0,028	0,049	0,089	0,135	0,181	0,203	0,166	0,000	0,000
1,000	-17,139	-17,111	-17,033	-16,818	-16,664	-16,559	-16,498	-16,448	-16,402	-16,364	-16,320	-16,278	-16,209	-16,111	-15,994	0,070	0,210	0,265	0,352	0,358	0,320	0,290	0,263	0,240	0,225	0,231	0,236	0,244	0,246	0,183	0,000	0,000
2,000	-10,632	-10,615	-10,564	-10,397	-10,291	-10,212	-10,163	-10,126	-10,071	-10,035	-9,966	-9,885	-9,777	-9,611	-9,422	0,099	0,158	0,213	0,282	0,279	0,259	0,263	0,259	0,265	0,282	0,312	0,345	0,373	0,382	0,294	0,000	0,000
3,000	-21,291	-21,234	-21,107	-20,740	-20,519	-20,372	-20,302	-20,245	-20,197	-20,185	-20,146	-20,103	-20,050	-19,937	-19,802	0,192	0,384	0,454	0,541	0,507	0,407	0,351	0,303	0,265	0,228	0,222	0,241	0,256	0,263	0,198	0,000	0,000
4,000	-11,217	-11,338	-11,246	-11,248	-11,222	-11,228	-11,223	-11,218	-11,207	-11,189	-11,144	-11,065	-10,921	-10,670	-10,355	-0,293	-0,014	-0,013	0,030	0,037	0,073	0,084	0,110	0,140	0,212	0,302	0,393	0,496	0,555	0,456	0,000	0,000
5,000	-12,797	-12,702	-12,876	-12,886	-12,895	-12,863	-12,853	-12,855	-12,816	-12,815	-12,768	-12,676	-12,524	-12,256	-11,904	0,053	-0,164	-0,114	0,006	0,035	0,047	0,084	0,121	0,173	0,221	0,320	0,431	0,541	0,611	0,495	0,000	0,000
6,000	-8,780	-8,703	-8,581	-8,407	-8,300	-8,231	-8,198	-8,164	-8,129	-8,108	-8,052	-8,004	-7,933	-7,811	-7,672	0,128	0,247	0,262	0,289	0,263	0,224	0,220	0,202	0,201	0,203	0,222	0,249	0,267	0,273	0,210	0,000	0,000
7,000	-5,595	-5,336	-5,271	-5,153	-5,095	-5,066	-5,053	-5,040	-5,022	-5,009	-5,010	-4,996	-4,987	-4,966	-4,945	0,801	0,489	0,389	0,248	0,195	0,138	0,115	0,096	0,082	0,071	0,061	0,059	0,051	0,051	0,039	0,000	0,000
8,000	-16,019	-15,679	-15,480	-15,392	-15,347	-15,367	-15,394	-15,418	-15,453	-15,486	-15,514	-15,547	-15,565	-15,565	-15,558	1,505	0,972	0,680	0,294	0,165	0,051	0,010	-0,034	-0,053	-0,067	-0,059	-0,049	-0,037	-0,006	0,005	0,000	0,000
9,000	-8,867	-8,507	-8,354	-8,118	-7,986	-7,874	-7,807	-7,759	-7,703	-7,664	-7,624	-7,582	-7,532	-7,461	-7,373	0,799	0,621	0,552	0,465	0,415	0,363	0,326	0,289	0,254	0,230	0,213	0,210	0,197	0,190	0,134	0,000	0,000
10,000	-9,543	-9,405	-9,224	-9,039	-8,937	-8,890	-8,867	-8,849	-8,827	-8,817	-8,791	-8,771	-8,721	-8,651	-8,574	0,156	0,338	0,320	0,287	0,228	0,188	0,162	0,145	0,131	0,127	0,130	0,137	0,156	0,155	0,127	0,000	0,000
11,000	-10,373	-10,323	-10,325	-10,209	-10,137	-10,088	-10,056	-10,042	-10,004	-9,992	-9,963	-9,915	-9,860	-9,774	-9,677	-0,101	0,001	0,065	0,150	0,152	0,141	0,143	0,136	0,137	0,140	0,159	0,181	0,192	0,199	0,150	0,000	0,000
