Device: PM2003001		2022:11:08    10:56:36,027  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    10:56:36,030
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-14,387	-14,536	-14,605	-14,712	-14,752	-14,768	-14,782	-14,791	-14,793	-14,801	-14,799	-14,774	-14,729	-14,648	-14,548	-0,552	-0,365	-0,299	-0,181	-0,139	-0,099	-0,063	-0,040	-0,017	0,014	0,060	0,102	0,146	0,174	0,143	0,000	0,000
1,000	-18,544	-18,240	-18,040	-17,686	-17,502	-17,384	-17,311	-17,268	-17,222	-17,189	-17,147	-17,109	-17,079	-17,017	-16,946	0,373	0,517	0,548	0,514	0,466	0,380	0,344	0,284	0,257	0,221	0,198	0,183	0,167	0,157	0,115	0,000	0,000
2,000	-8,727	-7,976	-7,698	-7,277	-7,101	-6,966	-6,897	-6,842	-6,785	-6,743	-6,692	-6,633	-6,571	-6,472	-6,371	1,960	1,413	1,156	0,796	0,640	0,508	0,449	0,382	0,338	0,297	0,276	0,263	0,258	0,241	0,171	0,000	0,000
3,000	-12,321	-11,239	-10,877	-10,293	-10,070	-9,913	-9,847	-9,799	-9,763	-9,736	-9,717	-9,704	-9,672	-9,633	-9,585	3,995	2,535	1,961	1,201	0,895	0,655	0,524	0,410	0,313	0,247	0,196	0,161	0,142	0,124	0,093	0,000	0,000
4,000	-6,489	-6,299	-6,086	-6,046	-6,004	-6,026	-6,029	-6,026	-6,024	-6,034	-6,016	-5,977	-5,891	-5,750	-5,572	1,337	0,911	0,599	0,282	0,179	0,136	0,109	0,097	0,102	0,124	0,168	0,220	0,287	0,321	0,263	0,000	0,000
5,000	-11,331	-11,082	-11,223	-11,190	-11,196	-11,159	-11,137	-11,145	-11,106	-11,101	-11,064	-10,982	-10,861	-10,650	-10,377	0,515	0,113	0,097	0,083	0,087	0,084	0,113	0,126	0,162	0,196	0,266	0,349	0,433	0,480	0,387	0,000	0,000
6,000	-8,727	-8,748	-8,652	-8,522	-8,423	-8,367	-8,334	-8,307	-8,271	-8,249	-8,189	-8,133	-8,048	-7,901	-7,729	-0,129	0,086	0,140	0,216	0,217	0,193	0,199	0,193	0,197	0,214	0,244	0,278	0,318	0,338	0,265	0,000	0,000
7,000	-6,851	-6,861	-6,794	-6,753	-6,698	-6,659	-6,655	-6,640	-6,626	-6,624	-6,605	-6,584	-6,566	-6,512	-6,450	-0,023	0,049	0,067	0,110	0,103	0,085	0,080	0,077	0,070	0,071	0,084	0,091	0,102	0,112	0,083	0,000	0,000
8,000	-19,889	-20,060	-20,084	-20,174	-20,169	-20,217	-20,257	-20,284	-20,299	-20,362	-20,374	-20,397	-20,392	-20,348	-20,294	-0,245	-0,135	-0,141	-0,116	-0,117	-0,134	-0,127	-0,118	-0,111	-0,095	-0,050	-0,011	0,023	0,068	0,061	0,000	0,000
9,000	-9,647	-9,617	-9,563	-9,388	-9,261	-9,143	-9,078	-9,036	-8,974	-8,933	-8,873	-8,814	-8,727	-8,606	-8,458	0,062	0,123	0,207	0,332	0,337	0,316	0,297	0,278	0,270	0,267	0,273	0,291	0,300	0,299	0,228	0,000	0,000
10,000	-9,627	-9,616	-9,467	-9,319	-9,221	-9,178	-9,151	-9,133	-9,115	-9,109	-9,092	-9,059	-9,002	-8,910	-8,798	-0,032	0,200	0,214	0,234	0,201	0,168	0,145	0,132	0,125	0,126	0,142	0,162	0,198	0,209	0,172	0,000	0,000
11,000	-10,044	-9,928	-9,890	-9,738	-9,655	-9,599	-9,571	-9,551	-9,512	-9,499	-9,460	-9,415	-9,349	-9,242	-9,119	0,160	0,183	0,197	0,227	0,214	0,179	0,177	0,165	0,166	0,168	0,187	0,215	0,234	0,244	0,187	0,000	0,000
