Device: PM2003001		2022:11:08    10:57:24,278  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    10:57:24,281
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,218	-13,311	-13,334	-13,410	-13,430	-13,445	-13,454	-13,454	-13,454	-13,459	-13,452	-13,422	-13,371	-13,275	-13,162	-0,224	-0,176	-0,154	-0,093	-0,078	-0,043	-0,021	-0,008	0,022	0,041	0,082	0,131	0,172	0,197	0,160	0,000	0,000
1,000	-17,233	-17,216	-17,135	-16,933	-16,787	-16,676	-16,623	-16,569	-16,528	-16,494	-16,449	-16,410	-16,351	-16,255	-16,146	0,013	0,173	0,238	0,337	0,344	0,305	0,284	0,246	0,224	0,216	0,213	0,229	0,232	0,229	0,177	0,000	0,000
2,000	-10,493	-10,490	-10,450	-10,314	-10,216	-10,132	-10,087	-10,052	-10,006	-9,968	-9,914	-9,839	-9,734	-9,585	-9,401	-0,007	0,099	0,152	0,240	0,256	0,244	0,244	0,235	0,242	0,253	0,287	0,324	0,350	0,358	0,276	0,000	0,000
3,000	-20,965	-20,985	-20,907	-20,610	-20,406	-20,270	-20,197	-20,146	-20,092	-20,085	-20,043	-20,000	-19,941	-19,837	-19,708	-0,014	0,197	0,298	0,454	0,445	0,369	0,326	0,284	0,254	0,215	0,212	0,234	0,241	0,250	0,191	0,000	0,000
4,000	-11,346	-11,483	-11,410	-11,416	-11,390	-11,390	-11,397	-11,394	-11,388	-11,377	-11,344	-11,279	-11,156	-10,959	-10,697	-0,488	-0,115	-0,105	-0,009	0,002	0,044	0,056	0,069	0,099	0,159	0,242	0,314	0,408	0,452	0,380	0,000	0,000
5,000	-8,859	-8,396	-8,495	-8,406	-8,397	-8,365	-8,345	-8,348	-8,317	-8,301	-8,279	-8,226	-8,134	-7,986	-7,797	1,519	0,666	0,488	0,262	0,191	0,148	0,142	0,146	0,154	0,168	0,215	0,262	0,314	0,340	0,271	0,000	0,000
6,000	-3,513	-3,314	-3,169	-3,088	-3,029	-3,002	-2,986	-2,967	-2,961	-2,943	-2,914	-2,877	-2,809	-2,692	-2,544	1,551	0,913	0,652	0,358	0,264	0,202	0,184	0,159	0,153	0,162	0,183	0,214	0,256	0,269	0,220	0,000	0,000
7,000	-5,571	-5,352	-5,262	-5,138	-5,079	-5,042	-5,035	-5,024	-5,003	-5,008	-4,999	-4,983	-4,970	-4,928	-4,894	0,742	0,494	0,391	0,258	0,195	0,135	0,118	0,097	0,079	0,072	0,065	0,072	0,076	0,081	0,065	0,000	0,000
8,000	-20,618	-20,871	-20,921	-21,042	-21,035	-21,096	-21,121	-21,154	-21,181	-21,238	-21,258	-21,276	-21,288	-21,252	-21,217	-0,556	-0,350	-0,294	-0,194	-0,170	-0,173	-0,158	-0,151	-0,132	-0,115	-0,080	-0,034	-0,010	0,027	0,035	0,000	0,000
9,000	-9,807	-9,798	-9,752	-9,592	-9,466	-9,355	-9,282	-9,234	-9,181	-9,138	-9,078	-9,021	-8,945	-8,826	-8,690	-0,035	0,082	0,163	0,296	0,325	0,302	0,291	0,273	0,262	0,254	0,264	0,278	0,283	0,286	0,216	0,000	0,000
10,000	-9,711	-9,706	-9,577	-9,421	-9,322	-9,280	-9,259	-9,240	-9,219	-9,216	-9,201	-9,172	-9,118	-9,028	-8,915	-0,050	0,168	0,183	0,220	0,191	0,160	0,136	0,127	0,116	0,123	0,134	0,158	0,191	0,202	0,162	0,000	0,000
11,000	-10,192	-10,078	-10,041	-9,909	-9,823	-9,767	-9,736	-9,714	-9,682	-9,668	-9,629	-9,581	-9,520	-9,411	-9,294	0,125	0,149	0,172	0,220	0,207	0,173	0,171	0,165	0,162	0,164	0,186	0,210	0,230	0,239	0,184	0,000	0,000
12,000	-14,363	-14,406	-14,343	-14,304	-14,246	-14,225	-14,218	-14,209	-14,196	-14,196	-14,176	-14,141	-14,084	-13,975	-13,833	-0,038	0,057	0,073	0,098	0,089	0,077	0,082	0,081	0,087	0,098	0,136	0,172	0,217	0,243	0,192	0,000	0,000
