Device: PM2003001		2022:11:08    11:29:08,593  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:29:08,595
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,707	-12,779	-12,797	-12,881	-12,900	-12,912	-12,920	-12,924	-12,923	-12,928	-12,915	-12,892	-12,837	-12,750	-12,642	-0,184	-0,153	-0,141	-0,093	-0,072	-0,044	-0,017	-0,004	0,022	0,047	0,084	0,126	0,169	0,196	0,155	0,000	0,000
1,000	-16,610	-16,634	-16,559	-16,372	-16,228	-16,123	-16,058	-16,006	-15,958	-15,920	-15,869	-15,823	-15,765	-15,665	-15,553	-0,042	0,130	0,193	0,315	0,338	0,303	0,288	0,264	0,245	0,231	0,231	0,234	0,232	0,239	0,180	0,000	0,000
2,000	-10,638	-10,606	-10,568	-10,407	-10,292	-10,216	-10,169	-10,129	-10,073	-10,041	-9,986	-9,892	-9,796	-9,629	-9,455	0,098	0,158	0,210	0,274	0,270	0,254	0,258	0,254	0,260	0,267	0,302	0,338	0,361	0,368	0,275	0,000	0,000
3,000	-21,564	-21,484	-21,380	-21,020	-20,802	-20,671	-20,597	-20,535	-20,486	-20,483	-20,446	-20,403	-20,353	-20,238	-20,109	0,168	0,357	0,418	0,524	0,487	0,397	0,343	0,297	0,256	0,217	0,211	0,226	0,246	0,254	0,197	0,000	0,000
4,000	-11,919	-12,050	-11,954	-11,991	-11,972	-11,975	-11,972	-11,973	-11,965	-11,940	-11,892	-11,816	-11,677	-11,446	-11,140	-0,366	-0,111	-0,087	-0,004	0,025	0,050	0,076	0,091	0,137	0,198	0,296	0,382	0,481	0,534	0,438	0,000	0,000
5,000	-12,898	-12,815	-12,924	-12,931	-12,912	-12,877	-12,867	-12,871	-12,833	-12,842	-12,798	-12,716	-12,600	-12,380	-12,104	0,163	-0,007	-0,012	0,052	0,062	0,060	0,088	0,117	0,145	0,187	0,263	0,360	0,437	0,488	0,392	0,000	0,000
6,000	-7,240	-6,768	-6,543	-6,273	-6,151	-6,081	-6,037	-6,004	-5,975	-5,947	-5,898	-5,839	-5,760	-5,630	-5,484	1,286	0,970	0,782	0,530	0,421	0,330	0,294	0,260	0,245	0,235	0,255	0,275	0,297	0,303	0,234	0,000	0,000
7,000	-6,725	-6,492	-6,438	-6,284	-6,214	-6,171	-6,150	-6,138	-6,115	-6,110	-6,096	-6,082	-6,064	-6,022	-5,977	0,460	0,342	0,307	0,243	0,199	0,146	0,132	0,114	0,099	0,080	0,088	0,089	0,084	0,091	0,067	0,000	0,000
8,000	-20,279	-20,567	-20,603	-20,784	-20,786	-20,853	-20,897	-20,928	-20,954	-21,015	-21,027	-21,054	-21,056	-21,023	-20,982	-0,622	-0,392	-0,357	-0,251	-0,199	-0,194	-0,177	-0,159	-0,142	-0,120	-0,079	-0,040	-0,009	0,037	0,043	0,000	0,000
