Device: PM2003001		2022:11:08    11:36:28,996  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:36:29,000
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,409	-13,484	-13,501	-13,599	-13,625	-13,649	-13,659	-13,669	-13,663	-13,678	-13,667	-13,638	-13,587	-13,492	-13,376	-0,173	-0,155	-0,145	-0,113	-0,088	-0,064	-0,039	-0,017	0,011	0,036	0,079	0,128	0,170	0,201	0,163	0,000	0,000
1,000	-17,223	-17,193	-17,066	-16,810	-16,614	-16,489	-16,409	-16,340	-16,279	-16,235	-16,175	-16,121	-16,052	-15,951	-15,823	0,083	0,278	0,353	0,450	0,449	0,401	0,365	0,330	0,309	0,278	0,274	0,273	0,273	0,270	0,202	0,000	0,000
2,000	-10,850	-10,790	-10,744	-10,583	-10,478	-10,398	-10,349	-10,307	-10,251	-10,218	-10,142	-10,053	-9,948	-9,785	-9,595	0,145	0,178	0,220	0,287	0,282	0,263	0,274	0,266	0,279	0,283	0,316	0,355	0,380	0,384	0,288	0,000	0,000
3,000	-21,297	-21,219	-21,113	-20,728	-20,497	-20,351	-20,276	-20,218	-20,164	-20,157	-20,119	-20,083	-20,028	-19,918	-19,786	0,225	0,409	0,472	0,566	0,524	0,417	0,364	0,311	0,269	0,218	0,216	0,232	0,242	0,259	0,198	0,000	0,000
4,000	-11,519	-11,605	-11,513	-11,529	-11,508	-11,501	-11,504	-11,497	-11,493	-11,462	-11,419	-11,335	-11,185	-10,935	-10,610	-0,222	-0,016	-0,027	0,026	0,040	0,062	0,090	0,116	0,148	0,217	0,316	0,406	0,514	0,565	0,475	0,000	0,000
5,000	-12,769	-12,708	-12,861	-12,866	-12,844	-12,823	-12,816	-12,814	-12,788	-12,784	-12,733	-12,643	-12,498	-12,221	-11,880	0,021	-0,117	-0,082	0,017	0,034	0,051	0,091	0,120	0,163	0,212	0,309	0,418	0,527	0,595	0,483	0,000	0,000
6,000	-8,806	-8,792	-8,706	-8,568	-8,465	-8,413	-8,381	-8,352	-8,312	-8,292	-8,237	-8,171	-8,088	-7,937	-7,760	-0,051	0,121	0,163	0,229	0,223	0,198	0,195	0,192	0,200	0,219	0,253	0,286	0,318	0,335	0,265	0,000	0,000
7,000	-7,142	-7,099	-7,113	-7,043	-6,995	-6,962	-6,942	-6,932	-6,913	-6,913	-6,896	-6,877	-6,854	-6,812	-6,767	-0,048	-0,009	0,032	0,102	0,097	0,084	0,079	0,077	0,074	0,067	0,076	0,085	0,092	0,094	0,077	0,000	0,000
8,000	-19,916	-20,231	-20,251	-20,420	-20,416	-20,482	-20,523	-20,556	-20,582	-20,628	-20,635	-20,654	-20,663	-20,625	-20,574	-0,701	-0,398	-0,365	-0,241	-0,189	-0,188	-0,166	-0,158	-0,124	-0,104	-0,064	-0,021	0,010	0,051	0,053	0,000	0,000
9,000	-9,681	-9,711	-9,654	-9,498	-9,366	-9,253	-9,188	-9,140	-9,087	-9,054	-8,999	-8,956	-8,883	-8,775	-8,647	-0,129	0,045	0,138	0,289	0,307	0,295	0,279	0,257	0,240	0,229	0,240	0,252	0,262	0,259	0,196	0,000	0,000
10,000	-9,722	-9,676	-9,551	-9,416	-9,330	-9,296	-9,269	-9,248	-9,224	-9,214	-9,187	-9,160	-9,114	-9,041	-8,957	-0,075	0,160	0,165	0,196	0,170	0,149	0,141	0,132	0,120	0,127	0,135	0,142	0,159	0,163	0,123	0,000	0,000
11,000	-8,672	-8,340	-8,232	-7,993	-7,893	-7,820	-7,779	-7,745	-7,714	-7,688	-7,658	-7,614	-7,572	-7,501	-7,417	0,714	0,563	0,496	0,387	0,324	0,261	0,237	0,203	0,191	0,177	0,173	0,179	0,182	0,175	0,130	0,000	0,000
12,000	-11,995	-11,697	-11,563	-11,426	-11,368	-11,350	-11,348	-11,348	-11,341	-11,356	-11,344	-11,331	-11,303	-11,239	-11,165	1,062	0,705	0,537	0,299	0,212	0,134	0,108	0,082	0,074	0,063	0,083	0,098	0,119	0,135	0,108	0,000	0,000
13,000	-6,874	-6,716	-6,732	-6,695	-6,686	-6,667	-6,648	-6,635	-6,609	-6,585	-6,542	-6,485	-6,398	-6,275	-6,112	0,533	0,275	0,202	0,125	0,107	0,112	0,122	0,127	0,147	0,173	0,210	0,248	0,285	0,299	0,237	0,000	0,000
14,000	-11,695	-11,522	-11,617	-11,547	-11,544	-11,513	-11,493	-11,501	-11,484	-11,479	-11,468	-11,437	-11,353	-11,219	-11,036	0,052	-0,047	0,014	0,060	0,062	0,055	0,059	0,065	0,082	0,100	0,152	0,211	0,272	0,309	0,254	0,000	0,000
15,000	-9,112	-9,214	-9,147	-9,135	-9,096	-9,097	-9,083	-9,069	-9,049	-9,045	-9,015	-8,987	-8,935	-8,860	-8,770	-0,173	-0,003	0,001	0,046	0,048	0,060	0,069	0,080	0,078	0,095	0,119	0,141	0,164	0,173	0,138	0,000	0,000
	run	2	2022:11:08    11:36:29,098
0,000	-13,635	-13,690	-13,721	-13,816	-13,842	-13,861	-13,871	-13,880	-13,884	-13,896	-13,888	-13,859	-13,809	-13,718	-13,602	-0,144	-0,144	-0,140	-0,107	-0,091	-0,061	-0,037	-0,022	0,004	0,032	0,075	0,116	0,167	0,197	0,157	0,000	0,000
