Device: PM2003001		2022:11:08    11:23:45,391  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:23:45,392
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,835	-12,916	-12,951	-13,033	-13,053	-13,066	-13,079	-13,081	-13,076	-13,088	-13,080	-13,057	-13,008	-12,932	-12,833	-0,245	-0,194	-0,156	-0,100	-0,079	-0,055	-0,024	-0,012	0,006	0,034	0,065	0,100	0,146	0,164	0,133	0,000	0,000
1,000	-16,837	-16,859	-16,778	-16,608	-16,452	-16,350	-16,300	-16,249	-16,199	-16,165	-16,122	-16,073	-16,029	-15,939	-15,837	0,024	0,153	0,216	0,313	0,329	0,294	0,279	0,246	0,233	0,208	0,211	0,213	0,209	0,211	0,156	0,000	0,000
2,000	-10,259	-10,249	-10,208	-10,075	-9,970	-9,891	-9,848	-9,809	-9,765	-9,730	-9,662	-9,591	-9,499	-9,351	-9,185	0,059	0,119	0,177	0,248	0,258	0,238	0,245	0,234	0,244	0,256	0,283	0,315	0,336	0,340	0,257	0,000	0,000
3,000	-20,349	-20,290	-20,239	-19,924	-19,724	-19,593	-19,525	-19,471	-19,423	-19,408	-19,370	-19,339	-19,292	-19,190	-19,073	0,119	0,263	0,332	0,462	0,441	0,362	0,320	0,276	0,243	0,201	0,194	0,207	0,219	0,226	0,168	0,000	0,000
4,000	-10,575	-10,634	-10,534	-10,534	-10,500	-10,492	-10,490	-10,484	-10,483	-10,460	-10,422	-10,354	-10,236	-10,039	-9,771	-0,222	0,006	0,002	0,046	0,058	0,070	0,078	0,094	0,124	0,177	0,255	0,328	0,412	0,461	0,382	0,000	0,000
5,000	-11,797	-11,735	-11,897	-11,911	-11,921	-11,896	-11,887	-11,880	-11,849	-11,847	-11,808	-11,733	-11,606	-11,380	-11,084	-0,010	-0,166	-0,114	-0,011	0,014	0,026	0,069	0,101	0,141	0,189	0,273	0,358	0,451	0,511	0,410	0,000	0,000
6,000	-8,453	-8,479	-8,386	-8,292	-8,190	-8,140	-8,111	-8,077	-8,043	-8,014	-7,962	-7,905	-7,811	-7,665	-7,485	-0,105	0,079	0,127	0,196	0,203	0,189	0,193	0,183	0,193	0,214	0,257	0,287	0,329	0,348	0,277	0,000	0,000
7,000	-7,360	-7,295	-7,250	-7,147	-7,084	-7,048	-7,033	-7,018	-7,002	-6,997	-6,980	-6,946	-6,920	-6,868	-6,799	0,023	0,096	0,116	0,151	0,125	0,104	0,100	0,092	0,096	0,091	0,096	0,106	0,120	0,125	0,096	0,000	0,000
8,000	-21,378	-21,678	-21,725	-21,930	-21,940	-22,005	-22,049	-22,075	-22,104	-22,157	-22,172	-22,192	-22,196	-22,145	-22,085	-0,526	-0,390	-0,354	-0,254	-0,204	-0,201	-0,176	-0,164	-0,137	-0,112	-0,062	-0,017	0,016	0,067	0,067	0,000	0,000
9,000	-10,659	-10,538	-10,436	-10,179	-10,027	-9,899	-9,832	-9,780	-9,715	-9,663	-9,606	-9,548	-9,451	-9,303	-9,133	0,134	0,255	0,336	0,409	0,407	0,367	0,343	0,313	0,301	0,289	0,302	0,328	0,346	0,352	0,265	0,000	0,000
