Device: PM2003001		2022:11:08    11:14:01,935  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:14:01,938
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,985	-13,064	-13,082	-13,150	-13,172	-13,182	-13,191	-13,192	-13,194	-13,200	-13,192	-13,156	-13,109	-13,021	-12,902	-0,203	-0,151	-0,140	-0,093	-0,063	-0,038	-0,019	0,002	0,017	0,046	0,082	0,123	0,170	0,194	0,156	0,000	0,000
1,000	-16,629	-16,644	-16,558	-16,397	-16,271	-16,163	-16,111	-16,063	-16,016	-15,985	-15,938	-15,903	-15,836	-15,740	-15,624	-0,022	0,127	0,179	0,290	0,303	0,287	0,265	0,234	0,217	0,212	0,219	0,228	0,235	0,240	0,184	0,000	0,000
2,000	-10,276	-10,240	-10,230	-10,081	-9,981	-9,904	-9,862	-9,820	-9,775	-9,736	-9,676	-9,599	-9,496	-9,352	-9,174	0,051	0,101	0,154	0,242	0,257	0,240	0,247	0,243	0,242	0,259	0,290	0,323	0,347	0,349	0,269	0,000	0,000
3,000	-20,529	-20,516	-20,452	-20,161	-19,963	-19,825	-19,759	-19,699	-19,642	-19,635	-19,598	-19,552	-19,508	-19,398	-19,277	0,015	0,227	0,301	0,451	0,431	0,370	0,328	0,285	0,248	0,205	0,203	0,220	0,234	0,241	0,181	0,000	0,000
4,000	-11,256	-11,377	-11,318	-11,309	-11,279	-11,284	-11,283	-11,281	-11,277	-11,258	-11,225	-11,152	-11,024	-10,812	-10,539	-0,470	-0,123	-0,098	-0,001	0,016	0,043	0,062	0,083	0,115	0,180	0,256	0,342	0,430	0,490	0,402	0,000	0,000
5,000	-10,224	-9,801	-9,872	-9,776	-9,767	-9,725	-9,702	-9,699	-9,670	-9,663	-9,635	-9,578	-9,487	-9,334	-9,140	1,212	0,578	0,415	0,238	0,176	0,142	0,149	0,146	0,153	0,171	0,212	0,264	0,317	0,351	0,277	0,000	0,000
6,000	-3,549	-3,332	-3,220	-3,136	-3,081	-3,056	-3,039	-3,029	-3,011	-3,003	-2,968	-2,928	-2,860	-2,746	-2,596	1,602	0,924	0,652	0,359	0,265	0,207	0,176	0,161	0,157	0,161	0,183	0,219	0,252	0,273	0,218	0,000	0,000
7,000	-5,050	-4,704	-4,608	-4,443	-4,383	-4,355	-4,335	-4,326	-4,315	-4,317	-4,305	-4,289	-4,266	-4,235	-4,191	1,173	0,727	0,558	0,333	0,241	0,170	0,143	0,115	0,091	0,078	0,076	0,079	0,083	0,085	0,065	0,000	0,000
8,000	-21,300	-21,596	-21,622	-21,796	-21,806	-21,874	-21,919	-21,954	-21,983	-22,044	-22,070	-22,093	-22,114	-22,078	-22,054	-0,616	-0,406	-0,354	-0,253	-0,205	-0,210	-0,199	-0,177	-0,154	-0,143	-0,098	-0,059	-0,026	0,023	0,026	0,000	0,000
9,000	-9,975	-9,908	-9,837	-9,624	-9,472	-9,356	-9,286	-9,237	-9,180	-9,142	-9,071	-9,018	-8,941	-8,815	-8,670	0,036	0,140	0,240	0,358	0,366	0,335	0,316	0,293	0,272	0,264	0,275	0,284	0,296	0,291	0,226	0,000	0,000
10,000	-9,704	-9,743	-9,607	-9,477	-9,388	-9,355	-9,335	-9,317	-9,295	-9,298	-9,272	-9,240	-9,183	-9,096	-8,987	-0,091	0,132	0,138	0,195	0,166	0,146	0,131	0,122	0,110	0,116	0,133	0,152	0,190	0,204	0,162	0,000	0,000
