Device: PM2003001		2022:11:08    10:45:35,226  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    10:45:35,239
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,491	-13,612	-13,631	-13,726	-13,744	-13,766	-13,773	-13,778	-13,773	-13,788	-13,779	-13,749	-13,702	-13,605	-13,491	-0,253	-0,168	-0,165	-0,113	-0,089	-0,053	-0,031	-0,011	0,010	0,037	0,082	0,124	0,169	0,195	0,157	0,000	0,000
1,000	-17,729	-17,670	-17,567	-17,320	-17,157	-17,043	-16,975	-16,928	-16,882	-16,847	-16,800	-16,761	-16,702	-16,607	-16,487	0,150	0,256	0,322	0,398	0,388	0,337	0,304	0,270	0,244	0,231	0,230	0,238	0,241	0,242	0,184	0,000	0,000
2,000	-10,689	-10,658	-10,619	-10,478	-10,378	-10,299	-10,242	-10,212	-10,159	-10,124	-10,068	-9,997	-9,892	-9,732	-9,548	0,034	0,108	0,160	0,252	0,267	0,244	0,248	0,238	0,243	0,254	0,289	0,324	0,360	0,369	0,286	0,000	0,000
3,000	-21,074	-21,041	-20,931	-20,571	-20,353	-20,209	-20,140	-20,086	-20,029	-20,022	-19,974	-19,934	-19,878	-19,758	-19,626	0,159	0,336	0,421	0,531	0,500	0,400	0,354	0,308	0,262	0,226	0,228	0,244	0,258	0,263	0,204	0,000	0,000
4,000	-11,089	-11,239	-11,139	-11,130	-11,091	-11,119	-11,107	-11,098	-11,094	-11,073	-11,036	-10,960	-10,813	-10,577	-10,260	-0,356	-0,019	-0,030	0,035	0,039	0,066	0,081	0,108	0,134	0,200	0,292	0,383	0,484	0,545	0,447	0,000	0,000
5,000	-12,461	-12,353	-12,554	-12,552	-12,567	-12,538	-12,529	-12,527	-12,499	-12,484	-12,441	-12,352	-12,199	-11,943	-11,600	0,064	-0,184	-0,119	-0,006	0,024	0,045	0,087	0,113	0,166	0,220	0,312	0,411	0,527	0,584	0,479	0,000	0,000
6,000	-8,782	-8,810	-8,700	-8,554	-8,442	-8,389	-8,361	-8,327	-8,284	-8,267	-8,215	-8,157	-8,073	-7,931	-7,769	-0,055	0,133	0,184	0,239	0,233	0,205	0,205	0,196	0,203	0,210	0,238	0,279	0,305	0,324	0,251	0,000	0,000
7,000	-6,918	-6,879	-6,900	-6,853	-6,813	-6,786	-6,772	-6,771	-6,751	-6,747	-6,741	-6,731	-6,705	-6,665	-6,618	-0,024	-0,026	0,004	0,073	0,072	0,055	0,061	0,051	0,060	0,055	0,057	0,072	0,079	0,083	0,062	0,000	0,000
8,000	-19,415	-19,611	-19,638	-19,708	-19,698	-19,740	-19,768	-19,792	-19,816	-19,872	-19,887	-19,908	-19,909	-19,871	-19,825	-0,418	-0,236	-0,194	-0,123	-0,108	-0,125	-0,124	-0,121	-0,110	-0,096	-0,060	-0,017	0,005	0,049	0,054	0,000	0,000
9,000	-9,123	-9,171	-9,155	-9,077	-8,971	-8,878	-8,830	-8,784	-8,730	-8,694	-8,646	-8,594	-8,517	-8,408	-8,290	-0,106	-0,019	0,052	0,200	0,237	0,238	0,237	0,227	0,220	0,217	0,230	0,242	0,258	0,255	0,192	0,000	0,000
10,000	-9,289	-9,363	-9,245	-9,163	-9,091	-9,066	-9,047	-9,033	-9,019	-9,027	-9,010	-8,993	-8,945	-8,872	-8,788	-0,248	0,033	0,061	0,125	0,117	0,100	0,094	0,077	0,072	0,084	0,097	0,119	0,146	0,166	0,131	0,000	0,000
11,000	-10,231	-10,191	-10,191	-10,089	-10,027	-9,973	-9,949	-9,929	-9,896	-9,884	-9,848	-9,814	-9,760	-9,673	-9,578	-0,073	0,011	0,061	0,142	0,147	0,133	0,135	0,132	0,135	0,135	0,150	0,174	0,189	0,196	0,148	0,000	0,000
