Device: PM2003001		2022:11:08    10:50:01,075  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    10:50:01,078
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,371	-13,500	-13,531	-13,624	-13,649	-13,662	-13,667	-13,678	-13,674	-13,681	-13,675	-13,650	-13,613	-13,526	-13,428	-0,404	-0,290	-0,234	-0,132	-0,103	-0,059	-0,039	-0,019	0,004	0,025	0,066	0,103	0,147	0,171	0,142	0,000	0,000
1,000	-17,967	-17,980	-17,910	-17,742	-17,629	-17,529	-17,479	-17,444	-17,404	-17,377	-17,344	-17,314	-17,271	-17,207	-17,121	-0,346	-0,041	0,074	0,226	0,250	0,226	0,221	0,194	0,179	0,167	0,164	0,164	0,171	0,167	0,131	0,000	0,000
2,000	-8,322	-7,683	-7,450	-7,098	-6,924	-6,800	-6,725	-6,677	-6,620	-6,583	-6,537	-6,491	-6,437	-6,364	-6,292	1,705	1,221	1,001	0,705	0,580	0,465	0,407	0,347	0,302	0,258	0,241	0,223	0,207	0,189	0,127	0,000	0,000
3,000	-6,510	-5,487	-5,217	-4,900	-4,763	-4,687	-4,641	-4,609	-4,579	-4,569	-4,557	-4,542	-4,509	-4,472	-4,425	5,877	3,241	2,260	1,162	0,819	0,580	0,459	0,360	0,273	0,218	0,170	0,145	0,138	0,116	0,091	0,000	0,000
4,000	-2,779	-2,519	-2,318	-2,238	-2,172	-2,157	-2,146	-2,128	-2,115	-2,112	-2,084	-2,045	-1,960	-1,823	-1,648	2,578	1,525	1,016	0,514	0,356	0,274	0,227	0,195	0,175	0,176	0,205	0,247	0,297	0,322	0,262	0,000	0,000
5,000	-9,938	-9,561	-9,663	-9,565	-9,555	-9,519	-9,494	-9,497	-9,457	-9,448	-9,404	-9,328	-9,210	-9,005	-8,740	1,046	0,424	0,341	0,212	0,173	0,142	0,158	0,162	0,184	0,205	0,273	0,355	0,424	0,464	0,379	0,000	0,000
6,000	-8,625	-8,667	-8,572	-8,464	-8,362	-8,311	-8,272	-8,243	-8,209	-8,189	-8,139	-8,071	-7,994	-7,844	-7,668	-0,145	0,063	0,116	0,199	0,201	0,189	0,193	0,182	0,189	0,209	0,245	0,281	0,316	0,335	0,265	0,000	0,000
7,000	-6,834	-6,829	-6,791	-6,721	-6,677	-6,649	-6,638	-6,626	-6,610	-6,606	-6,598	-6,576	-6,548	-6,495	-6,433	0,001	0,053	0,079	0,112	0,092	0,082	0,077	0,065	0,073	0,067	0,077	0,094	0,108	0,119	0,091	0,000	0,000
8,000	-20,149	-20,322	-20,342	-20,440	-20,427	-20,474	-20,513	-20,541	-20,559	-20,609	-20,635	-20,640	-20,649	-20,598	-20,536	-0,206	-0,126	-0,157	-0,117	-0,113	-0,128	-0,129	-0,115	-0,100	-0,092	-0,056	-0,008	0,030	0,071	0,070	0,000	0,000
9,000	-9,886	-9,826	-9,777	-9,587	-9,445	-9,332	-9,268	-9,214	-9,161	-9,118	-9,059	-8,989	-8,907	-8,779	-8,625	0,081	0,158	0,229	0,346	0,357	0,327	0,310	0,286	0,278	0,269	0,285	0,300	0,313	0,315	0,234	0,000	0,000
10,000	-9,931	-9,910	-9,712	-9,523	-9,416	-9,369	-9,345	-9,325	-9,307	-9,303	-9,291	-9,257	-9,198	-9,103	-8,988	0,013	0,269	0,280	0,280	0,228	0,184	0,158	0,138	0,124	0,127	0,145	0,180	0,204	0,217	0,178	0,000	0,000
11,000	-10,275	-10,152	-10,112	-9,947	-9,858	-9,802	-9,774	-9,749	-9,710	-9,698	-9,655	-9,612	-9,541	-9,431	-9,294	0,195	0,211	0,222	0,244	0,225	0,190	0,183	0,171	0,173	0,177	0,201	0,233	0,252	0,261	0,202	0,000	0,000
12,000	-14,650	-14,685	-14,598	-14,563	-14,496	-14,478	-14,472	-14,460	-14,442	-14,453	-14,423	-14,379	-14,320	-14,198	-14,055	0,012	0,095	0,109	0,118	0,103	0,085	0,088	0,090	0,100	0,106	0,147	0,191	0,238	0,267	0,211	0,000	0,000
13,000	-8,553	-8,530	-8,540	-8,538	-8,525	-8,513	-8,497	-8,484	-8,456	-8,424	-8,369	-8,291	-8,180	-8,003	-7,777	0,055	0,021	0,019	0,049	0,063	0,089	0,115	0,136	0,173	0,212	0,271	0,326	0,385	0,410	0,328	0,000	0,000
14,000	-11,953	-11,836	-11,886	-11,822	-11,808	-11,784	-11,764	-11,758	-11,750	-11,739	-11,721	-11,674	-11,599	-11,452	-11,247	0,022	-0,043	0,026	0,066	0,079	0,076	0,085	0,093	0,101	0,125	0,171	0,226	0,293	0,342	0,276	0,000	0,000
15,000	-9,088	-9,176	-9,120	-9,118	-9,082	-9,077	-9,072	-9,060	-9,042	-9,040	-9,024	-8,995	-8,942	-8,872	-8,788	-0,189	-0,029	-0,023	0,029	0,029	0,049	0,054	0,063	0,070	0,083	0,103	0,128	0,149	0,160	0,128	0,000	0,000
	run	2	2022:11:08    10:50:01,126
0,000	-13,692	-13,812	-13,854	-13,955	-13,977	-13,996	-14,002	-14,016	-14,007	-14,019	-14,015	-13,987	-13,940	-13,858	-13,748	-0,426	-0,302	-0,234	-0,138	-0,107	-0,069	-0,046	-0,025	0,007	0,025	0,068	0,111	0,154	0,177	0,146	0,000	0,000
1,000	-18,354	-18,365	-18,284	-18,097	-17,961	-17,859	-17,812	-17,768	-17,727	-17,707	-17,667	-17,639	-17,597	-17,534	-17,456	-0,327	-0,025	0,113	0,257	0,278	0,245	0,232	0,202	0,191	0,169	0,162	0,167	0,159	0,167	0,123	0,000	0,000
2,000	-8,322	-7,683	-7,450	-7,098	-6,924	-6,800	-6,725	-6,677	-6,620	-6,583	-6,537	-6,491	-6,437	-6,364	-6,292	1,705	1,221	1,001	0,705	0,580	0,465	0,407	0,347	0,302	0,258	0,241	0,223	0,207	0,189	0,127	0,000	0,000
3,000	-6,510	-5,487	-5,217	-4,900	-4,763	-4,687	-4,641	-4,609	-4,579	-4,569	-4,557	-4,542	-4,509	-4,472	-4,425	5,877	3,241	2,260	1,162	0,819	0,580	0,459	0,360	0,273	0,218	0,170	0,145	0,138	0,116	0,091	0,000	0,000
4,000	-2,779	-2,519	-2,318	-2,238	-2,172	-2,157	-2,146	-2,128	-2,115	-2,112	-2,084	-2,045	-1,960	-1,823	-1,648	2,578	1,525	1,016	0,514	0,356	0,274	0,227	0,195	0,175	0,176	0,205	0,247	0,297	0,322	0,262	0,000	0,000
5,000	-9,938	-9,561	-9,663	-9,565	-9,555	-9,519	-9,494	-9,497	-9,457	-9,448	-9,404	-9,328	-9,210	-9,005	-8,740	1,046	0,424	0,341	0,212	0,173	0,142	0,158	0,162	0,184	0,205	0,273	0,355	0,424	0,464	0,379	0,000	0,000
