Device: PM2003001		2022:11:08    11:08:44,284  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:08:44,286
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-10,974	-10,804	-10,727	-10,704	-10,694	-10,695	-10,695	-10,691	-10,684	-10,693	-10,682	-10,664	-10,622	-10,562	-10,479	0,815	0,487	0,333	0,141	0,091	0,067	0,062	0,051	0,053	0,058	0,075	0,108	0,128	0,145	0,114	0,000	0,000
1,000	-17,193	-17,182	-17,091	-16,895	-16,755	-16,641	-16,584	-16,534	-16,489	-16,457	-16,416	-16,383	-16,342	-16,271	-16,190	0,003	0,161	0,231	0,327	0,336	0,301	0,278	0,238	0,219	0,196	0,191	0,182	0,179	0,172	0,127	0,000	0,000
2,000	-10,807	-10,823	-10,810	-10,671	-10,562	-10,483	-10,442	-10,399	-10,353	-10,318	-10,265	-10,185	-10,099	-9,959	-9,812	-0,072	0,038	0,118	0,231	0,242	0,225	0,231	0,232	0,237	0,237	0,270	0,293	0,313	0,314	0,235	0,000	0,000
3,000	-21,159	-21,168	-21,119	-20,809	-20,596	-20,466	-20,395	-20,338	-20,287	-20,277	-20,239	-20,205	-20,164	-20,072	-19,966	-0,091	0,167	0,266	0,441	0,435	0,362	0,323	0,274	0,237	0,194	0,190	0,199	0,203	0,211	0,157	0,000	0,000
4,000	-11,231	-11,348	-11,268	-11,262	-11,230	-11,220	-11,229	-11,225	-11,223	-11,205	-11,168	-11,105	-10,977	-10,782	-10,516	-0,352	-0,079	-0,073	0,016	0,025	0,053	0,069	0,083	0,116	0,170	0,253	0,328	0,412	0,467	0,379	0,000	0,000
5,000	-12,451	-12,409	-12,557	-12,603	-12,605	-12,577	-12,568	-12,571	-12,541	-12,540	-12,492	-12,415	-12,271	-12,033	-11,725	-0,098	-0,218	-0,152	-0,031	0,004	0,027	0,069	0,103	0,145	0,194	0,285	0,379	0,474	0,535	0,431	0,000	0,000
6,000	-8,531	-8,547	-8,455	-8,327	-8,227	-8,176	-8,140	-8,113	-8,077	-8,055	-7,999	-7,939	-7,856	-7,707	-7,528	-0,069	0,111	0,146	0,219	0,214	0,197	0,193	0,192	0,203	0,212	0,251	0,284	0,321	0,339	0,262	0,000	0,000
7,000	-6,811	-6,782	-6,777	-6,711	-6,658	-6,633	-6,616	-6,609	-6,590	-6,581	-6,574	-6,551	-6,518	-6,470	-6,417	0,038	0,040	0,067	0,102	0,099	0,079	0,081	0,077	0,072	0,074	0,082	0,095	0,104	0,106	0,078	0,000	0,000
8,000	-19,623	-19,803	-19,797	-19,916	-19,903	-19,952	-19,991	-20,019	-20,045	-20,102	-20,111	-20,128	-20,131	-20,085	-20,024	-0,310	-0,171	-0,184	-0,132	-0,122	-0,135	-0,131	-0,134	-0,108	-0,091	-0,042	-0,012	0,024	0,072	0,072	0,000	0,000
