Device: PM2003001		2022:11:08    11:50:42,203  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:50:42,205
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,262	-13,341	-13,389	-13,476	-13,507	-13,529	-13,534	-13,551	-13,545	-13,561	-13,553	-13,529	-13,484	-13,397	-13,299	-0,261	-0,220	-0,189	-0,124	-0,099	-0,072	-0,049	-0,029	-0,002	0,020	0,062	0,110	0,150	0,173	0,143	0,000	0,000
1,000	-16,463	-16,460	-16,400	-16,202	-16,037	-15,917	-15,847	-15,792	-15,724	-15,687	-15,631	-15,580	-15,520	-15,430	-15,328	-0,070	0,127	0,205	0,340	0,360	0,335	0,320	0,291	0,268	0,246	0,242	0,236	0,234	0,226	0,159	0,000	0,000
2,000	-10,330	-10,328	-10,304	-10,184	-10,080	-10,007	-9,961	-9,923	-9,867	-9,845	-9,780	-9,701	-9,612	-9,471	-9,314	-0,055	0,050	0,121	0,219	0,237	0,225	0,234	0,232	0,239	0,248	0,273	0,306	0,319	0,324	0,245	0,000	0,000
3,000	-21,101	-21,123	-21,092	-20,773	-20,561	-20,428	-20,362	-20,303	-20,254	-20,248	-20,215	-20,181	-20,133	-20,035	-19,935	-0,136	0,102	0,249	0,432	0,433	0,355	0,312	0,267	0,231	0,196	0,188	0,198	0,207	0,211	0,154	0,000	0,000
4,000	-10,699	-10,716	-10,631	-10,627	-10,597	-10,602	-10,611	-10,612	-10,610	-10,600	-10,572	-10,533	-10,445	-10,302	-10,126	-0,058	0,059	0,048	0,038	0,041	0,037	0,046	0,056	0,074	0,118	0,173	0,229	0,285	0,323	0,263	0,000	0,000
5,000	-9,136	-8,674	-8,670	-8,563	-8,512	-8,480	-8,460	-8,452	-8,424	-8,421	-8,382	-8,322	-8,220	-8,047	-7,839	1,535	0,808	0,580	0,337	0,250	0,191	0,180	0,172	0,176	0,196	0,247	0,296	0,357	0,394	0,313	0,000	0,000
6,000	-6,628	-6,356	-6,201	-6,004	-5,895	-5,834	-5,799	-5,767	-5,736	-5,707	-5,654	-5,606	-5,528	-5,400	-5,246	0,904	0,675	0,552	0,401	0,334	0,276	0,247	0,225	0,220	0,224	0,240	0,260	0,288	0,305	0,234	0,000	0,000
7,000	-7,058	-7,033	-6,999	-6,926	-6,875	-6,836	-6,816	-6,812	-6,791	-6,788	-6,772	-6,756	-6,731	-6,684	-6,636	0,006	0,040	0,084	0,125	0,114	0,094	0,084	0,078	0,076	0,071	0,080	0,084	0,092	0,098	0,072	0,000	0,000
8,000	-19,814	-20,059	-20,055	-20,201	-20,191	-20,236	-20,267	-20,288	-20,303	-20,352	-20,359	-20,375	-20,365	-20,314	-20,255	-0,416	-0,242	-0,237	-0,172	-0,131	-0,127	-0,115	-0,111	-0,088	-0,075	-0,029	0,004	0,038	0,079	0,073	0,000	0,000
9,000	-9,667	-9,614	-9,553	-9,355	-9,215	-9,108	-9,043	-9,002	-8,953	-8,918	-8,867	-8,810	-8,720	-8,591	-8,445	0,078	0,173	0,241	0,346	0,348	0,304	0,291	0,265	0,253	0,247	0,267	0,280	0,300	0,305	0,230	0,000	0,000
10,000	-9,703	-9,686	-9,567	-9,425	-9,332	-9,296	-9,269	-9,254	-9,227	-9,223	-9,193	-9,153	-9,093	-8,988	-8,867	-0,041	0,174	0,194	0,213	0,178	0,158	0,145	0,138	0,129	0,138	0,164	0,185	0,219	0,229	0,187	0,000	0,000
11,000	-9,844	-9,742	-9,688	-9,541	-9,462	-9,410	-9,377	-9,350	-9,323	-9,302	-9,269	-9,212	-9,138	-9,033	-8,895	0,128	0,168	0,190	0,221	0,209	0,182	0,182	0,170	0,165	0,178	0,211	0,228	0,251	0,264	0,206	0,000	0,000
12,000	-15,373	-15,398	-15,336	-15,295	-15,240	-15,224	-15,216	-15,215	-15,198	-15,210	-15,190	-15,154	-15,100	-14,982	-14,841	-0,018	0,059	0,081	0,096	0,089	0,070	0,070	0,067	0,082	0,097	0,135	0,176	0,221	0,252	0,195	0,000	0,000
13,000	-8,543	-8,568	-8,554	-8,568	-8,543	-8,523	-8,509	-8,484	-8,461	-8,426	-8,368	-8,302	-8,189	-8,025	-7,813	-0,045	-0,005	0,009	0,047	0,074	0,100	0,123	0,138	0,170	0,209	0,261	0,311	0,365	0,385	0,311	0,000	0,000
14,000	-12,183	-12,030	-12,131	-12,042	-12,032	-12,003	-11,984	-11,986	-11,977	-11,967	-11,952	-11,911	-11,832	-11,699	-11,504	-0,012	-0,083	-0,002	0,049	0,057	0,058	0,071	0,067	0,090	0,117	0,156	0,217	0,284	0,321	0,263	0,000	0,000
15,000	-9,072	-9,134	-9,104	-9,099	-9,067	-9,061	-9,054	-9,041	-9,016	-9,013	-8,993	-8,966	-8,922	-8,856	-8,777	-0,184	-0,036	-0,036	0,032	0,033	0,045	0,054	0,066	0,073	0,083	0,106	0,120	0,141	0,152	0,122	0,000	0,000
	run	2	2022:11:08    11:50:42,306
