Device: PM2003001		2022:11:08    10:44:26,573  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    10:44:26,576
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-12,132	-12,041	-12,013	-12,028	-12,035	-12,045	-12,043	-12,037	-12,038	-12,042	-12,041	-12,018	-11,985	-11,908	-11,825	0,372	0,201	0,133	0,045	0,024	0,017	0,025	0,023	0,030	0,044	0,069	0,105	0,136	0,148	0,121	0,000	0,000
1,000	-17,806	-17,802	-17,733	-17,525	-17,364	-17,256	-17,197	-17,154	-17,103	-17,072	-17,033	-17,001	-16,951	-16,874	-16,787	-0,142	0,081	0,187	0,320	0,332	0,299	0,277	0,241	0,222	0,203	0,197	0,192	0,193	0,193	0,144	0,000	0,000
2,000	-10,703	-10,711	-10,690	-10,568	-10,466	-10,384	-10,340	-10,303	-10,256	-10,222	-10,171	-10,099	-10,010	-9,867	-9,698	-0,092	0,028	0,095	0,222	0,242	0,231	0,229	0,220	0,230	0,233	0,265	0,299	0,323	0,338	0,257	0,000	0,000
3,000	-21,491	-21,436	-21,402	-21,035	-20,820	-20,687	-20,616	-20,562	-20,511	-20,499	-20,458	-20,421	-20,370	-20,262	-20,135	0,074	0,237	0,355	0,493	0,464	0,379	0,335	0,291	0,253	0,210	0,212	0,224	0,234	0,245	0,184	0,000	0,000
4,000	-11,352	-11,526	-11,429	-11,430	-11,397	-11,415	-11,414	-11,405	-11,400	-11,385	-11,350	-11,280	-11,142	-10,922	-10,639	-0,447	-0,085	-0,075	0,007	0,020	0,055	0,069	0,089	0,123	0,180	0,265	0,353	0,450	0,499	0,411	0,000	0,000
5,000	-12,775	-12,666	-12,873	-12,875	-12,895	-12,872	-12,853	-12,859	-12,827	-12,817	-12,773	-12,686	-12,538	-12,281	-11,948	-0,049	-0,228	-0,153	-0,037	0,004	0,030	0,074	0,108	0,161	0,217	0,314	0,410	0,518	0,583	0,479	0,000	0,000
6,000	-8,851	-8,863	-8,761	-8,622	-8,514	-8,456	-8,424	-8,396	-8,358	-8,337	-8,285	-8,215	-8,134	-7,980	-7,801	-0,078	0,130	0,172	0,238	0,238	0,205	0,202	0,203	0,212	0,213	0,258	0,290	0,326	0,341	0,269	0,000	0,000
7,000	-6,943	-6,956	-6,915	-6,863	-6,814	-6,794	-6,779	-6,768	-6,753	-6,746	-6,737	-6,717	-6,693	-6,641	-6,581	-0,038	0,027	0,052	0,090	0,091	0,073	0,077	0,072	0,070	0,064	0,076	0,086	0,099	0,110	0,083	0,000	0,000
8,000	-19,662	-19,845	-19,858	-19,930	-19,918	-19,959	-19,992	-20,015	-20,040	-20,095	-20,104	-20,119	-20,123	-20,075	-20,019	-0,208	-0,125	-0,126	-0,098	-0,100	-0,121	-0,121	-0,116	-0,100	-0,088	-0,051	-0,008	0,023	0,069	0,068	0,000	0,000
9,000	-9,385	-9,369	-9,343	-9,217	-9,098	-8,986	-8,923	-8,875	-8,820	-8,779	-8,727	-8,662	-8,584	-8,463	-8,330	0,024	0,073	0,146	0,273	0,300	0,284	0,279	0,259	0,253	0,246	0,261	0,278	0,286	0,286	0,218	0,000	0,000
10,000	-9,290	-9,298	-9,164	-9,031	-8,933	-8,896	-8,879	-8,856	-8,840	-8,841	-8,825	-8,798	-8,742	-8,655	-8,556	-0,050	0,175	0,167	0,213	0,181	0,156	0,136	0,117	0,107	0,110	0,123	0,150	0,185	0,192	0,157	0,000	0,000
11,000	-10,028	-9,939	-9,907	-9,773	-9,696	-9,642	-9,614	-9,586	-9,559	-9,538	-9,503	-9,463	-9,397	-9,293	-9,174	0,104	0,138	0,163	0,205	0,196	0,166	0,162	0,156	0,155	0,161	0,185	0,209	0,231	0,241	0,181	0,000	0,000
12,000	-13,817	-13,870	-13,789	-13,746	-13,690	-13,668	-13,660	-13,647	-13,632	-13,643	-13,619	-13,580	-13,527	-13,417	-13,286	-0,039	0,065	0,077	0,097	0,095	0,079	0,080	0,087	0,087	0,095	0,133	0,169	0,212	0,240	0,191	0,000	0,000
13,000	-8,512	-8,601	-8,608	-8,638	-8,619	-8,628	-8,615	-8,597	-8,568	-8,553	-8,507	-8,442	-8,354	-8,212	-8,033	-0,172	-0,090	-0,083	-0,006	0,016	0,048	0,078	0,111	0,128	0,163	0,218	0,262	0,312	0,330	0,263	0,000	0,000
14,000	-9,677	-9,229	-9,247	-9,096	-9,082	-9,040	-9,015	-9,012	-9,003	-8,996	-8,989	-8,960	-8,900	-8,802	-8,666	1,027	0,521	0,433	0,258	0,192	0,143	0,131	0,116	0,111	0,114	0,137	0,161	0,203	0,235	0,195	0,000	0,000
15,000	-5,634	-5,414	-5,303	-5,215	-5,171	-5,155	-5,143	-5,130	-5,123	-5,126	-5,114	-5,098	-5,070	-5,021	-4,966	1,247	0,764	0,537	0,284	0,200	0,151	0,128	0,103	0,088	0,083	0,080	0,094	0,104	0,112	0,086	0,000	0,000
	run	2	2022:11:08    10:44:26,675
0,000	-12,407	-12,307	-12,279	-12,292	-12,297	-12,303	-12,304	-12,305	-12,301	-12,312	-12,302	-12,276	-12,246	-12,172	-12,087	0,391	0,206	0,121	0,041	0,021	0,022	0,025	0,027	0,032	0,040	0,067	0,102	0,131	0,151	0,122	0,000	0,000
1,000	-18,056	-18,077	-18,002	-17,781	-17,621	-17,508	-17,448	-17,395	-17,345	-17,320	-17,277	-17,240	-17,188	-17,116	-17,023	-0,105	0,103	0,196	0,332	0,346	0,305	0,282	0,249	0,230	0,202	0,200	0,200	0,190	0,190	0,138	0,000	0,000
2,000	-10,724	-10,729	-10,705	-10,589	-10,483	-10,405	-10,358	-10,328	-10,279	-10,247	-10,194	-10,128	-10,034	-9,888	-9,722	-0,104	0,026	0,099	0,212	0,242	0,225	0,227	0,214	0,227	0,238	0,263	0,299	0,323	0,334	0,255	0,000	0,000
3,000	-21,118	-21,109	-21,077	-20,722	-20,512	-20,378	-20,306	-20,251	-20,194	-20,186	-20,142	-20,109	-20,052	-19,948	-19,829	0,036	0,202	0,315	0,480	0,459	0,376	0,330	0,282	0,247	0,209	0,211	0,226	0,232	0,243	0,183	0,000	0,000
4,000	-11,226	-11,390	-11,263	-11,301	-11,260	-11,259	-11,265	-11,256	-11,261	-11,234	-11,205	-11,137	-11,005	-10,796	-10,516	-0,431	-0,067	-0,083	0,005	0,023	0,051	0,067	0,085	0,118	0,175	0,264	0,342	0,434	0,488	0,408	0,000	0,000
5,000	-12,538	-12,462	-12,658	-12,672	-12,685	-12,661	-12,644	-12,656	-12,622	-12,606	-12,564	-12,481	-12,339	-12,090	-11,758	-0,033	-0,233	-0,156	-0,023	0,007	0,027	0,074	0,106	0,149	0,209	0,303	0,400	0,508	0,568	0,465	0,000	0,000
6,000	-8,646	-8,660	-8,544	-8,415	-8,316	-8,258	-8,229	-8,194	-8,164	-8,138	-8,086	-8,026	-7,937	-7,794	-7,609	-0,086	0,120	0,151	0,228	0,224	0,203	0,202	0,198	0,199	0,214	0,250	0,290	0,320	0,342	0,267	0,000	0,000
7,000	-6,757	-6,753	-6,731	-6,684	-6,637	-6,614	-6,596	-6,590	-6,577	-6,579	-6,560	-6,542	-6,520	-6,468	-6,414	-0,058	0,026	0,047	0,089	0,083	0,074	0,071	0,061	0,064	0,064	0,076	0,087	0,097	0,105	0,077	0,000	0,000
8,000	-19,459	-19,624	-19,607	-19,689	-19,670	-19,708	-19,749	-19,777	-19,801	-19,851	-19,864	-19,885	-19,883	-19,842	-19,789	-0,248	-0,128	-0,123	-0,094	-0,099	-0,115	-0,114	-0,109	-0,098	-0,090	-0,049	-0,011	0,016	0,066	0,059	0,000	0,000
