Device: PM2003001		2022:11:08    11:33:43,396  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:33:43,398
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,619	-13,685	-13,746	-13,829	-13,866	-13,890	-13,902	-13,909	-13,912	-13,920	-13,918	-13,892	-13,854	-13,774	-13,670	-0,265	-0,220	-0,200	-0,136	-0,107	-0,080	-0,051	-0,032	-0,010	0,019	0,060	0,103	0,142	0,166	0,137	0,000	0,000
1,000	-17,017	-16,996	-16,927	-16,703	-16,524	-16,397	-16,325	-16,264	-16,203	-16,166	-16,110	-16,060	-16,003	-15,906	-15,800	0,006	0,167	0,256	0,390	0,400	0,354	0,330	0,297	0,271	0,252	0,248	0,242	0,236	0,239	0,172	0,000	0,000
2,000	-10,495	-10,474	-10,435	-10,287	-10,174	-10,105	-10,060	-10,023	-9,962	-9,930	-9,867	-9,790	-9,691	-9,537	-9,372	0,054	0,133	0,181	0,259	0,263	0,240	0,253	0,244	0,252	0,266	0,293	0,326	0,344	0,349	0,262	0,000	0,000
3,000	-20,637	-20,573	-20,520	-20,170	-19,957	-19,818	-19,743	-19,688	-19,635	-19,626	-19,590	-19,553	-19,507	-19,400	-19,284	0,182	0,290	0,391	0,511	0,482	0,388	0,340	0,290	0,252	0,205	0,204	0,219	0,226	0,233	0,174	0,000	0,000
4,000	-10,861	-10,924	-10,837	-10,841	-10,815	-10,812	-10,810	-10,814	-10,801	-10,792	-10,748	-10,683	-10,558	-10,355	-10,085	-0,191	-0,012	-0,014	0,034	0,049	0,064	0,075	0,092	0,123	0,178	0,258	0,340	0,418	0,467	0,384	0,000	0,000
5,000	-11,832	-11,844	-11,977	-12,011	-11,995	-11,981	-11,974	-11,974	-11,945	-11,949	-11,905	-11,833	-11,709	-11,487	-11,220	-0,116	-0,181	-0,133	-0,023	0,008	0,032	0,064	0,094	0,133	0,175	0,256	0,347	0,432	0,487	0,384	0,000	0,000
6,000	-8,310	-8,311	-8,223	-8,110	-8,012	-7,967	-7,937	-7,908	-7,879	-7,851	-7,800	-7,741	-7,659	-7,512	-7,347	-0,080	0,086	0,126	0,203	0,203	0,181	0,186	0,176	0,190	0,202	0,232	0,273	0,306	0,326	0,258	0,000	0,000
7,000	-6,894	-6,887	-6,853	-6,788	-6,733	-6,707	-6,694	-6,679	-6,670	-6,659	-6,646	-6,626	-6,600	-6,552	-6,501	-0,033	0,030	0,065	0,105	0,103	0,080	0,078	0,082	0,071	0,070	0,077	0,086	0,098	0,106	0,079	0,000	0,000
8,000	-19,938	-20,207	-20,210	-20,358	-20,351	-20,400	-20,442	-20,460	-20,485	-20,534	-20,541	-20,558	-20,559	-20,509	-20,445	-0,418	-0,258	-0,249	-0,173	-0,148	-0,156	-0,139	-0,126	-0,105	-0,089	-0,047	-0,001	0,031	0,073	0,071	0,000	0,000
9,000	-9,785	-9,742	-9,659	-9,461	-9,308	-9,192	-9,131	-9,076	-9,021	-8,985	-8,936	-8,868	-8,791	-8,668	-8,523	0,052	0,166	0,248	0,361	0,362	0,332	0,314	0,285	0,268	0,261	0,271	0,288	0,302	0,299	0,229	0,000	0,000
10,000	-9,751	-9,775	-9,644	-9,504	-9,412	-9,380	-9,360	-9,342	-9,322	-9,319	-9,294	-9,255	-9,193	-9,094	-8,979	-0,094	0,140	0,164	0,200	0,165	0,147	0,135	0,130	0,120	0,132	0,157	0,177	0,208	0,220	0,174	0,000	0,000
11,000	-9,891	-9,813	-9,777	-9,640	-9,558	-9,500	-9,468	-9,446	-9,418	-9,393	-9,361	-9,317	-9,246	-9,139	-9,014	0,059	0,120	0,159	0,201	0,197	0,174	0,170	0,158	0,158	0,168	0,190	0,217	0,238	0,246	0,188	0,000	0,000
12,000	-15,596	-15,647	-15,604	-15,576	-15,530	-15,518	-15,516	-15,508	-15,501	-15,515	-15,489	-15,456	-15,416	-15,310	-15,191	-0,194	-0,034	-0,004	0,050	0,056	0,042	0,046	0,050	0,061	0,072	0,112	0,151	0,190	0,215	0,176	0,000	0,000
