Device: PM2003001		2022:11:08    10:59:11,080  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    10:59:11,083
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,166	-13,294	-13,343	-13,433	-13,468	-13,473	-13,485	-13,490	-13,485	-13,496	-13,485	-13,457	-13,410	-13,324	-13,222	-0,379	-0,275	-0,232	-0,139	-0,100	-0,067	-0,037	-0,018	0,005	0,034	0,074	0,119	0,156	0,180	0,146	0,000	0,000
1,000	-17,508	-17,611	-17,580	-17,446	-17,329	-17,238	-17,184	-17,144	-17,108	-17,079	-17,040	-17,004	-16,958	-16,879	-16,786	-0,458	-0,137	-0,010	0,192	0,237	0,215	0,211	0,191	0,179	0,174	0,178	0,183	0,190	0,193	0,155	0,000	0,000
2,000	-10,851	-10,508	-10,348	-10,068	-9,929	-9,825	-9,769	-9,724	-9,669	-9,630	-9,574	-9,514	-9,441	-9,337	-9,229	0,494	0,527	0,511	0,448	0,401	0,339	0,320	0,288	0,270	0,254	0,258	0,262	0,261	0,253	0,183	0,000	0,000
3,000	-9,976	-8,610	-8,183	-7,554	-7,324	-7,170	-7,086	-7,028	-6,977	-6,944	-6,916	-6,894	-6,869	-6,842	-6,806	5,344	3,293	2,470	1,422	1,045	0,768	0,616	0,500	0,384	0,296	0,230	0,175	0,141	0,112	0,075	0,000	0,000
4,000	-3,503	-3,374	-3,189	-3,088	-3,017	-2,997	-2,986	-2,965	-2,949	-2,939	-2,916	-2,860	-2,762	-2,609	-2,407	1,649	1,086	0,744	0,412	0,300	0,239	0,205	0,183	0,175	0,196	0,228	0,276	0,339	0,363	0,300	0,000	0,000
5,000	-7,033	-6,554	-6,641	-6,488	-6,453	-6,403	-6,369	-6,355	-6,324	-6,306	-6,260	-6,185	-6,080	-5,888	-5,654	2,030	0,947	0,710	0,407	0,310	0,235	0,226	0,223	0,225	0,237	0,279	0,346	0,404	0,433	0,346	0,000	0,000
6,000	-8,750	-8,771	-8,660	-8,551	-8,450	-8,402	-8,374	-8,341	-8,305	-8,282	-8,228	-8,172	-8,088	-7,942	-7,768	-0,133	0,070	0,123	0,205	0,207	0,190	0,186	0,185	0,196	0,205	0,239	0,280	0,317	0,335	0,262	0,000	0,000
7,000	-6,843	-6,851	-6,787	-6,720	-6,664	-6,645	-6,628	-6,619	-6,605	-6,599	-6,582	-6,560	-6,528	-6,476	-6,415	-0,020	0,067	0,081	0,112	0,109	0,089	0,083	0,076	0,078	0,078	0,084	0,102	0,109	0,117	0,088	0,000	0,000
8,000	-19,487	-19,660	-19,671	-19,757	-19,742	-19,796	-19,827	-19,862	-19,880	-19,934	-19,955	-19,970	-19,968	-19,927	-19,865	-0,229	-0,150	-0,139	-0,108	-0,109	-0,128	-0,124	-0,128	-0,112	-0,095	-0,051	-0,011	0,019	0,068	0,067	0,000	0,000
