Device: PM2003001		2022:11:08    11:44:02,501  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:44:02,504
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,852	-13,973	-14,029	-14,146	-14,182	-14,209	-14,225	-14,239	-14,237	-14,254	-14,246	-14,223	-14,173	-14,094	-13,986	-0,365	-0,291	-0,246	-0,172	-0,128	-0,098	-0,067	-0,048	-0,010	0,015	0,060	0,105	0,147	0,177	0,145	0,000	0,000
1,000	-17,603	-17,635	-17,567	-17,328	-17,148	-17,024	-16,948	-16,884	-16,816	-16,782	-16,718	-16,669	-16,608	-16,515	-16,408	-0,148	0,097	0,212	0,373	0,403	0,358	0,336	0,303	0,285	0,257	0,247	0,251	0,240	0,240	0,172	0,000	0,000
2,000	-11,005	-11,013	-10,975	-10,840	-10,733	-10,658	-10,609	-10,569	-10,515	-10,478	-10,408	-10,333	-10,234	-10,086	-9,920	-0,095	0,048	0,128	0,235	0,248	0,236	0,244	0,244	0,249	0,262	0,290	0,321	0,341	0,340	0,253	0,000	0,000
3,000	-21,820	-21,608	-21,458	-21,024	-20,793	-20,645	-20,575	-20,518	-20,469	-20,454	-20,429	-20,406	-20,371	-20,301	-20,221	0,270	0,468	0,549	0,601	0,534	0,426	0,368	0,301	0,250	0,192	0,172	0,169	0,169	0,176	0,124	0,000	0,000
4,000	-9,291	-9,039	-8,872	-8,811	-8,781	-8,772	-8,777	-8,783	-8,772	-8,764	-8,733	-8,696	-8,618	-8,487	-8,312	0,872	0,629	0,447	0,225	0,156	0,113	0,104	0,099	0,109	0,132	0,176	0,223	0,274	0,306	0,248	0,000	0,000
5,000	-8,499	-8,083	-8,064	-7,955	-7,904	-7,871	-7,850	-7,840	-7,819	-7,812	-7,772	-7,701	-7,595	-7,402	-7,165	1,600	0,867	0,620	0,352	0,269	0,201	0,196	0,182	0,195	0,206	0,269	0,337	0,389	0,433	0,347	0,000	0,000
6,000	-7,989	-7,885	-7,760	-7,597	-7,489	-7,433	-7,396	-7,371	-7,328	-7,299	-7,252	-7,194	-7,111	-6,974	-6,817	0,311	0,326	0,312	0,302	0,274	0,234	0,227	0,204	0,211	0,221	0,248	0,276	0,299	0,317	0,241	0,000	0,000
7,000	-6,968	-6,923	-6,919	-6,848	-6,800	-6,766	-6,750	-6,743	-6,725	-6,721	-6,708	-6,685	-6,669	-6,625	-6,580	-0,012	0,031	0,058	0,109	0,100	0,090	0,081	0,075	0,068	0,067	0,071	0,085	0,088	0,095	0,072	0,000	0,000
8,000	-19,070	-19,278	-19,272	-19,372	-19,369	-19,409	-19,437	-19,460	-19,481	-19,517	-19,529	-19,545	-19,542	-19,505	-19,442	-0,336	-0,196	-0,183	-0,130	-0,104	-0,117	-0,105	-0,100	-0,086	-0,069	-0,029	0,001	0,036	0,077	0,068	0,000	0,000
