Device: PM2003001		2022:11:08    11:42:02,899  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:42:02,901
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,335	-13,396	-13,433	-13,529	-13,567	-13,590	-13,597	-13,610	-13,611	-13,622	-13,613	-13,591	-13,538	-13,452	-13,339	-0,171	-0,165	-0,155	-0,112	-0,092	-0,072	-0,048	-0,025	0,001	0,026	0,068	0,114	0,159	0,183	0,152	0,000	0,000
1,000	-17,177	-17,156	-17,040	-16,781	-16,594	-16,457	-16,386	-16,322	-16,260	-16,216	-16,156	-16,105	-16,033	-15,929	-15,816	0,084	0,258	0,329	0,431	0,438	0,390	0,361	0,327	0,300	0,279	0,273	0,260	0,262	0,264	0,197	0,000	0,000
2,000	-10,602	-10,563	-10,519	-10,365	-10,257	-10,176	-10,133	-10,097	-10,040	-10,001	-9,932	-9,852	-9,753	-9,586	-9,407	0,091	0,154	0,204	0,279	0,278	0,253	0,261	0,259	0,265	0,275	0,304	0,342	0,362	0,369	0,277	0,000	0,000
3,000	-20,910	-20,854	-20,749	-20,386	-20,156	-20,008	-19,943	-19,887	-19,834	-19,826	-19,784	-19,750	-19,693	-19,585	-19,454	0,169	0,362	0,434	0,541	0,502	0,407	0,359	0,300	0,264	0,219	0,211	0,230	0,239	0,253	0,195	0,000	0,000
4,000	-11,092	-11,158	-11,068	-11,081	-11,052	-11,053	-11,047	-11,050	-11,044	-11,022	-10,971	-10,903	-10,762	-10,536	-10,234	-0,210	-0,015	-0,018	0,031	0,048	0,062	0,086	0,096	0,137	0,204	0,285	0,379	0,467	0,525	0,428	0,000	0,000
5,000	-12,373	-12,368	-12,496	-12,530	-12,512	-12,498	-12,484	-12,484	-12,458	-12,461	-12,408	-12,332	-12,209	-11,968	-11,675	-0,080	-0,170	-0,127	-0,007	0,021	0,030	0,071	0,105	0,147	0,186	0,269	0,374	0,460	0,512	0,418	0,000	0,000
6,000	-8,273	-8,138	-8,018	-7,834	-7,736	-7,670	-7,633	-7,603	-7,553	-7,534	-7,486	-7,432	-7,357	-7,236	-7,095	0,290	0,335	0,326	0,314	0,275	0,233	0,222	0,211	0,211	0,204	0,227	0,248	0,275	0,282	0,217	0,000	0,000
7,000	-6,307	-6,129	-6,094	-5,972	-5,923	-5,884	-5,864	-5,854	-5,838	-5,830	-5,819	-5,809	-5,791	-5,764	-5,724	0,415	0,275	0,250	0,202	0,160	0,120	0,113	0,093	0,079	0,065	0,063	0,069	0,073	0,070	0,050	0,000	0,000
8,000	-19,891	-20,115	-20,103	-20,241	-20,248	-20,301	-20,327	-20,358	-20,381	-20,432	-20,447	-20,463	-20,474	-20,448	-20,410	-0,429	-0,235	-0,234	-0,179	-0,152	-0,149	-0,137	-0,133	-0,115	-0,103	-0,072	-0,034	-0,011	0,028	0,035	0,000	0,000
9,000	-9,911	-9,906	-9,847	-9,665	-9,531	-9,421	-9,360	-9,311	-9,255	-9,225	-9,177	-9,123	-9,055	-8,950	-8,837	-0,088	0,071	0,169	0,306	0,325	0,299	0,282	0,260	0,240	0,227	0,238	0,245	0,248	0,253	0,185	0,000	0,000
10,000	-9,843	-9,898	-9,806	-9,701	-9,627	-9,592	-9,563	-9,556	-9,528	-9,521	-9,500	-9,465	-9,410	-9,329	-9,226	-0,228	0,038	0,077	0,148	0,135	0,124	0,121	0,113	0,110	0,123	0,136	0,156	0,181	0,185	0,153	0,000	0,000
11,000	-10,016	-9,942	-9,904	-9,777	-9,696	-9,644	-9,613	-9,594	-9,562	-9,539	-9,506	-9,465	-9,403	-9,301	-9,193	-0,030	0,075	0,120	0,192	0,184	0,165	0,162	0,149	0,155	0,157	0,178	0,199	0,213	0,222	0,170	0,000	0,000
12,000	-15,480	-15,458	-15,459	-15,403	-15,355	-15,339	-15,335	-15,335	-15,320	-15,335	-15,311	-15,281	-15,233	-15,137	-15,011	-0,100	-0,014	0,022	0,065	0,063	0,048	0,051	0,058	0,065	0,076	0,113	0,155	0,189	0,214	0,169	0,000	0,000
13,000	-8,607	-8,585	-8,618	-8,603	-8,593	-8,569	-8,553	-8,535	-8,507	-8,472	-8,426	-8,354	-8,254	-8,100	-7,903	-0,055	-0,033	-0,013	0,039	0,066	0,086	0,112	0,135	0,165	0,195	0,249	0,294	0,343	0,357	0,287	0,000	0,000
14,000	-12,101	-11,957	-12,064	-11,984	-11,984	-11,960	-11,937	-11,940	-11,926	-11,921	-11,906	-11,859	-11,784	-11,643	-11,439	-0,042	-0,103	-0,029	0,047	0,051	0,051	0,063	0,069	0,085	0,108	0,165	0,223	0,290	0,329	0,270	0,000	0,000
15,000	-9,131	-9,230	-9,184	-9,164	-9,131	-9,134	-9,123	-9,104	-9,085	-9,076	-9,053	-9,023	-8,972	-8,901	-8,813	-0,191	-0,007	-0,004	0,040	0,042	0,057	0,068	0,082	0,083	0,093	0,119	0,136	0,162	0,171	0,135	0,000	0,000
	run	2	2022:11:08    11:42:03,002
