Device: PM2003001		2022:11:08    11:50:00,350  (DLL version: 1.20;  Status: HW:v1.02 SW:v1.3 CRC:31ED BATTERY:4154mV ST:0 ERR:0000;  MUX data; S: 92 I:143 R:200.000 C:1.094p F:)
Excitation level, V:	2,00
Voltage Channel Gain:	5
Current Channel Gain:	1
Voltmeter Range, V:	0,6
Ampermeter Range, A:	15,0m
Step Period, ms:	5
R transimp:	200
C transimp:	1,1p
Measurement Table: 	EEPROM  16

Freq, Hz	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k	1,0k	2,0k	3,0k	7,0k	11,0k	17,0k	23,0k	31,0k	43,0k	61,0k	89,0k	127,0k	179,0k	251,0k	349,0k
	run	1	2022:11:08    11:50:00,353
MUX	Re1, ohm	Re2, ohm	Re3, ohm	Re4, ohm	Re5, ohm	Re6, ohm	Re7, ohm	Re8, ohm	Re9, ohm	Re10, ohm	Re11, ohm	Re12, ohm	Re13, ohm	Re14, ohm	Re15, ohm	Im1, ohm	Im2, ohm	Im3, ohm	Im4, ohm	Im5, ohm	Im6, ohm	Im7, ohm	Im8, ohm	Im9, ohm	Im10, ohm	Im11, ohm	Im12, ohm	Im13, ohm	Im14, ohm	Im15, ohm	U, V	I, mA

0,000	-13,516	-13,594	-13,655	-13,743	-13,782	-13,802	-13,810	-13,823	-13,821	-13,831	-13,829	-13,801	-13,763	-13,679	-13,576	-0,292	-0,243	-0,205	-0,134	-0,108	-0,084	-0,056	-0,031	-0,007	0,014	0,056	0,102	0,144	0,172	0,135	0,000	0,000
1,000	-17,124	-17,150	-17,082	-16,875	-16,696	-16,574	-16,508	-16,444	-16,377	-16,343	-16,286	-16,234	-16,182	-16,081	-15,976	-0,153	0,080	0,191	0,353	0,379	0,340	0,326	0,294	0,272	0,245	0,240	0,239	0,237	0,231	0,162	0,000	0,000
2,000	-10,673	-10,693	-10,699	-10,571	-10,472	-10,402	-10,356	-10,312	-10,266	-10,234	-10,171	-10,095	-10,008	-9,868	-9,718	-0,150	-0,012	0,077	0,203	0,221	0,209	0,219	0,225	0,233	0,239	0,267	0,300	0,313	0,314	0,234	0,000	0,000
3,000	-19,926	-19,854	-19,738	-19,443	-19,248	-19,117	-19,056	-19,001	-18,959	-18,949	-18,927	-18,903	-18,884	-18,827	-18,773	0,195	0,320	0,379	0,465	0,431	0,359	0,306	0,257	0,207	0,157	0,136	0,138	0,131	0,126	0,089	0,000	0,000
4,000	-5,801	-5,383	-5,201	-5,063	-5,016	-5,006	-5,003	-4,997	-4,990	-4,987	-4,961	-4,922	-4,858	-4,749	-4,607	1,963	1,204	0,850	0,421	0,287	0,203	0,166	0,144	0,135	0,142	0,168	0,195	0,237	0,254	0,206	0,000	0,000
5,000	-5,109	-4,596	-4,534	-4,393	-4,343	-4,305	-4,286	-4,278	-4,253	-4,239	-4,205	-4,143	-4,043	-3,880	-3,667	2,500	1,327	0,939	0,490	0,357	0,259	0,235	0,209	0,206	0,210	0,254	0,304	0,359	0,394	0,315	0,000	0,000
6,000	-7,672	-7,470	-7,323	-7,132	-7,018	-6,956	-6,916	-6,888	-6,845	-6,816	-6,771	-6,708	-6,629	-6,490	-6,330	0,573	0,496	0,443	0,364	0,316	0,263	0,246	0,224	0,226	0,227	0,252	0,285	0,305	0,314	0,248	0,000	0,000
7,000	-7,128	-7,062	-7,068	-6,965	-6,907	-6,879	-6,860	-6,852	-6,826	-6,826	-6,812	-6,798	-6,772	-6,726	-6,677	0,032	0,048	0,080	0,130	0,110	0,097	0,089	0,081	0,076	0,076	0,078	0,090	0,099	0,104	0,079	0,000	0,000
8,000	-19,995	-20,267	-20,236	-20,400	-20,397	-20,442	-20,469	-20,492	-20,511	-20,558	-20,566	-20,577	-20,578	-20,521	-20,457	-0,429	-0,235	-0,241	-0,174	-0,132	-0,130	-0,114	-0,110	-0,095	-0,074	-0,027	0,005	0,041	0,089	0,080	0,000	0,000
9,000	-9,737	-9,668	-9,599	-9,382	-9,232	-9,130	-9,066	-9,024	-8,969	-8,937	-8,881	-8,824	-8,736	-8,610	-8,459	0,099	0,204	0,269	0,356	0,355	0,314	0,302	0,278	0,262	0,251	0,266	0,284	0,306	0,310	0,231	0,000	0,000
10,000	-9,515	-9,516	-9,419	-9,280	-9,195	-9,157	-9,133	-9,114	-9,091	-9,081	-9,055	-9,013	-8,950	-8,848	-8,732	-0,015	0,157	0,167	0,204	0,174	0,152	0,143	0,134	0,127	0,144	0,163	0,188	0,217	0,228	0,184	0,000	0,000
11,000	-9,579	-9,468	-9,424	-9,279	-9,205	-9,146	-9,110	-9,087	-9,061	-9,040	-9,003	-8,953	-8,879	-8,772	-8,637	0,140	0,170	0,193	0,224	0,213	0,187	0,186	0,167	0,167	0,178	0,200	0,229	0,246	0,262	0,201	0,000	0,000
12,000	-14,967	-14,904	-14,901	-14,831	-14,784	-14,764	-14,758	-14,756	-14,744	-14,758	-14,736	-14,701	-14,646	-14,526	-14,389	0,077	0,087	0,098	0,098	0,095	0,067	0,064	0,064	0,076	0,094	0,129	0,178	0,210	0,248	0,197	0,000	0,000
13,000	-8,367	-8,343	-8,359	-8,348	-8,334	-8,310	-8,290	-8,271	-8,246	-8,211	-8,155	-8,083	-7,976	-7,807	-7,595	0,027	0,022	0,018	0,054	0,075	0,098	0,126	0,141	0,172	0,210	0,262	0,314	0,370	0,389	0,316	0,000	0,000
